GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0071222,cellular response to lipopolysaccharide,Q1JPE3(Evidence code:IEA/Database source:UniProtKB:Q9D5J6|ens),CARKL,BP,1,1 of 26,0.58,3.85,0.1349,0.1655
GO:0031256,leading edge membrane,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,CC,1,1 of 26,0.58,3.85,0.1349,0.1655
GO:0031072,heat shock protein binding,A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens),LMAN2,MF,1,1 of 26,0.58,3.85,0.1349,0.1655
GO:0036094,small molecule binding,G3X701(Evidence code:IEA/Database source:InterPro:IPR002345),LOC100300091,MF,1,1 of 800,0.58,0.12,0.1361,0.1666
GO:0043169,cation binding,O62829(Evidence code:IEA/Database source:InterPro:IPR000222)O62830(Evidence code:IEA/Database source:InterPro:IPR000222), PPM1A PPM1B,MF,2,2 of 1145,1.16,0.17,0.1375,0.1682
GO:0007050,cell cycle arrest,P00570(Evidence code:IEA/Database source:UniProtKB:Q9R0Y5|ens),AK1,BP,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0005496,steroid binding,E1BF81(Evidence code:ISS/Database source:UniProtKB:P08185),SERPINA6,MF,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0050728,negative regulation of inflammatory response,G3X6G7(Evidence code:IEA/Database source:InterPro:IPR039224),METRNL,BP,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0001894,tissue homeostasis,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens),CTGF,BP,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0051781,positive regulation of cell division,Q3SWW8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0497),THBS4,BP,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0051287,NAD binding,E1BBX5(Evidence code:IEA/Database source:InterPro:IPR014313),AOX2,MF,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0050680,negative regulation of epithelial cell proliferation,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 27,0.58,3.7,0.1396,0.1691
GO:0010634,positive regulation of epithelial cell migration,A1A4K5(Evidence code:IEA/Database source:UniProtKB:Q13822|ens),ENPP2,BP,1,1 of 28,0.58,3.57,0.1442,0.1738
GO:0007611,learning or memory,E1BI28(Evidence code:IEA/Database source:UniProtKB:Q60648|ens),GM2A,BP,1,1 of 28,0.58,3.57,0.1442,0.1738
GO:0042383,sarcolemma,E1BI98(Evidence code:IEA/Database source:UniProtKB:Q04857|ens),COL6A1,CC,1,1 of 28,0.58,3.57,0.1442,0.1738
GO:0000786,nucleosome,F1MSQ6(Evidence code:IEA/Database source:InterPro:IPR005819),NEFH,CC,1,1 of 28,0.58,3.57,0.1442,0.1738
GO:0045665,negative regulation of neuron differentiation,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 29,0.58,3.45,0.1488,0.1791
GO:0042802,identical protein binding,P00514(Evidence code:IPI/Database source:UniProtKB:P00514)A6QLR1(Evidence code:IEA/Database source:UniProtKB:Q96NY8|ens)Q58DK5(Evidence code:IEA/Database source:UniProtKB:P10518|ens)P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens), PRKAR1A PVRL4 ALAD LDLR,MF,4,4 of 379,2.31,1.06,0.1529,0.1838
GO:0043524,negative regulation of neuron apoptotic process,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 30,0.58,3.33,0.1533,0.1841
GO:0030308,negative regulation of cell growth,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 31,0.58,3.23,0.1578,0.1883
GO:0000048,peptidyltransferase activity,F1MYJ3(Evidence code:IEA/Database source:UniProtKB:P36269|ens),GGT5,MF,1,1 of 31,0.58,3.23,0.1578,0.1883
GO:0050830,defense response to Gram-positive bacterium,A5D7S4(Evidence code:IEA/Database source:UniProtKB:O70394|ens),IL27RA,BP,1,1 of 31,0.58,3.23,0.1578,0.1883
GO:0000165,MAPK cascade,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 31,0.58,3.23,0.1578,0.1883
GO:0030182,neuron differentiation,F1MS00(Evidence code:IEA/Database source:UniProtKB:P35546|ens),RET,BP,1,1 of 31,0.58,3.23,0.1578,0.1883
GO:0010952,positive regulation of peptidase activity,A5D7S8(Evidence code:IEA/Database source:GO:0016504),FBLN1,BP,1,1 of 32,0.58,3.12,0.1623,0.1927
GO:0050829,defense response to Gram-negative bacterium,P17453(Evidence code:IEA/Database source:InterPro:IPR030181),BPI,BP,1,1 of 32,0.58,3.12,0.1623,0.1927
GO:0006888,ER to Golgi vesicle-mediated transport,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,BP,1,1 of 32,0.58,3.12,0.1623,0.1927
GO:0005581,collagen trimer,A6QP79(Evidence code:IEA/Database source:UniProtKB-KW:KW-0176),COLEC12,CC,1,1 of 32,0.58,3.12,0.1623,0.1927
GO:0006334,nucleosome assembly,F1MSQ6(Evidence code:IEA/Database source:InterPro:IPR005819),NEFH,BP,1,1 of 33,0.58,3.03,0.1668,0.1975
GO:0045444,fat cell differentiation,G3X6G7(Evidence code:IEA/Database source:UniProtKB:Q8VE43|ens),METRNL,BP,1,1 of 33,0.58,3.03,0.1668,0.1975
GO:0015031,protein transport,P45478(Evidence code:ISS/Database source:UniProtKB:P50897)Q2HJD1(Evidence code:IEA/Database source:UniProtKB:Q9H0V9|ens)Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6)G3MYZ3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0653), PPT1 LMAN2L MIA3 AFM,BP,4,4 of 394,2.31,1.02,0.168,0.1986
GO:0060828,regulation of canonical Wnt signaling pathway,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:P51654|ens),GPC3,BP,1,1 of 34,0.58,2.94,0.1713,0.2018
GO:0008652,cellular amino acid biosynthetic process,Q0VD27(Evidence code:IEA/Database source:UniProtKB-KW:KW-0028),ENOPH1,BP,1,1 of 34,0.58,2.94,0.1713,0.2018
GO:0005788,endoplasmic reticulum lumen,Q3T083(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),SDF2L1,CC,1,1 of 34,0.58,2.94,0.1713,0.2018
GO:0009267,cellular response to starvation,A6QQQ9(Evidence code:ISS/Database source:UniProtKB:Q9D312),KRT20,BP,1,1 of 35,0.58,2.86,0.1757,0.2065
GO:0090501,RNA phosphodiester bond hydrolysis,P80929(Evidence code:IEA/Database source:GO:0004540),ANG2,BP,1,1 of 35,0.58,2.86,0.1757,0.2065
GO:0030176,integral component of endoplasmic reticulum membrane,F1N283(Evidence code:IEA/Database source:UniProtKB:Q8NBI6|ens),XXYLT1,CC,1,1 of 36,0.58,2.78,0.1801,0.2108
GO:0006665,sphingolipid metabolic process,Q6ZXD2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0746),ST8SIA1,BP,1,1 of 36,0.58,2.78,0.1801,0.2108
GO:0010769,regulation of cell morphogenesis involved in differentiation,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 36,0.58,2.78,0.1801,0.2108
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",A7MBC0(Evidence code:IEA/Database source:InterPro:IPR011059),AMDHD2,MF,1,1 of 37,0.58,2.7,0.1845,0.2154
GO:0008022,protein C-terminus binding,O18739(Evidence code:IEA/Database source:UniProtKB:P29279|ens),CTGF,MF,1,1 of 37,0.58,2.7,0.1845,0.2154
GO:0040008,regulation of growth,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens)Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens), GPC3 IGFBP5,BP,2,2 of 145,1.16,1.38,0.1867,0.2176
GO:0004540,ribonuclease activity,P80929(Evidence code:IBA/Database source:PANTHER:PTN001350296),ANG2,MF,1,1 of 38,0.58,2.63,0.1889,0.2191
GO:0006006,glucose metabolic process,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 38,0.58,2.63,0.1889,0.2191
GO:0045732,positive regulation of protein catabolic process,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 38,0.58,2.63,0.1889,0.2191
GO:0045930,negative regulation of mitotic cell cycle,G3MXM5(Evidence code:IEA/Database source:UniProtKB:P54826|ens),GAS1,BP,1,1 of 38,0.58,2.63,0.1889,0.2191
GO:0042393,histone binding,P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens),CTSL,MF,1,1 of 39,0.58,2.56,0.1932,0.2231
GO:0007626,locomotory behavior,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P70699|ens),GAA,BP,1,1 of 39,0.58,2.56,0.1932,0.2231
GO:0009142,nucleoside triphosphate biosynthetic process,P00570(Evidence code:IEA/Database source:InterPro:IPR028582),AK1,BP,1,1 of 39,0.58,2.56,0.1932,0.2231
GO:0007162,negative regulation of cell adhesion,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 39,0.58,2.56,0.1932,0.2231
GO:0010629,negative regulation of gene expression,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens)P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens)E1BIR5(Evidence code:IEA/Database source:UniProtKB:O75339|ens), CTGF LDLR CILP,BP,3,3 of 281,1.73,1.07,0.1967,0.2268
GO:0042445,hormone metabolic process,E1BKK9(Evidence code:IEA/Database source:UniProtKB:Q8VHC3|ens),SELENOM,BP,1,1 of 40,0.58,2.5,0.1975,0.2272
GO:0051536,iron-sulfur cluster binding,E1BBX5(Evidence code:IEA/Database source:InterPro:IPR001041|I),AOX2,MF,1,1 of 40,0.58,2.5,0.1975,0.2272
GO:0051606,detection of stimulus,Q2TBL2(Evidence code:IEA/Database source:UniProtKB:Q9BY67|ens),CADM1,BP,1,1 of 41,0.58,2.44,0.2018,0.2313
GO:0005770,late endosome,P01131(Evidence code:ISS/Database source:UniProtKB:P01130),LDLR,CC,1,1 of 41,0.58,2.44,0.2018,0.2313
GO:0016323,basolateral plasma membrane,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,CC,1,1 of 41,0.58,2.44,0.2018,0.2313
GO:0070374,positive regulation of ERK1 and ERK2 cascade,O18739(Evidence code:IEA/Database source:UniProtKB:P29279|ens),CTGF,BP,1,1 of 42,0.58,2.38,0.2061,0.2359
GO:0008360,regulation of cell shape,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 43,0.58,2.33,0.2103,0.2398
GO:0017157,regulation of exocytosis,Q0VC68(Evidence code:IEA/Database source:InterPro:IPR030647),SEPT5,BP,1,1 of 43,0.58,2.33,0.2103,0.2398
GO:0007218,neuropeptide signaling pathway,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 43,0.58,2.33,0.2103,0.2398
GO:0016485,protein processing,P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens),CTSL,BP,1,1 of 44,0.58,2.27,0.2146,0.2441
GO:0072659,protein localization to plasma membrane,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens),DCHS1,BP,1,1 of 44,0.58,2.27,0.2146,0.2441
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 45,0.58,2.22,0.2188,0.2479
GO:0008217,regulation of blood pressure,A6QPT7(Evidence code:IBA/Database source:PANTHER:PTN000745637),ERAP2,BP,1,1 of 45,0.58,2.22,0.2188,0.2479
GO:0009116,nucleoside metabolic process,A5PJH9(Evidence code:IEA/Database source:InterPro:IPR000845|I),UPP1,BP,1,1 of 45,0.58,2.22,0.2188,0.2479
GO:0009055,electron transfer activity,E1BBX5(Evidence code:IEA/Database source:InterPro:IPR001041|I),AOX2,MF,1,1 of 46,0.58,2.17,0.223,0.2524
GO:0008284,positive regulation of cell proliferation,A5D7V3(Evidence code:IEA/Database source:UniProtKB:Q9NQ30|ens)A6QL48(Evidence code:IEA/Database source:InterPro:IPR020415), ESM1 IL34,BP,2,2 of 164,1.16,1.22,0.2236,0.2527
GO:0005768,endosome,Q28193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967)P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967), FURIN LDLR,CC,2,2 of 165,1.16,1.21,0.2255,0.2546
GO:0050821,protein stabilization,G3MYZ3(Evidence code:IEA/Database source:UniProtKB:P43652|ens),AFM,BP,1,1 of 47,0.58,2.13,0.2271,0.2561
GO:0007389,pattern specification process,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens),DCHS1,BP,1,1 of 48,0.58,2.08,0.2312,0.2605
GO:0020037,heme binding,Q3MHX0(Evidence code:IEA/Database source:InterPro:IPR018506),SUOX,MF,1,1 of 49,0.58,2.04,0.2354,0.2645
GO:0007268,chemical synaptic transmission,P45478(Evidence code:IBA/Database source:PANTHER:PTN000133985),PPT1,BP,1,1 of 49,0.58,2.04,0.2354,0.2645
GO:0030425,dendrite,F1MME1(Evidence code:IEA/Database source:UniProtKB:P35822|ens),PTPRK,CC,1,1 of 50,0.58,2,0.2394,0.2681
GO:0006887,exocytosis,Q0VC16(Evidence code:ISS/Database source:UniProtKB:Q5JRA6),MIA3,BP,1,1 of 50,0.58,2,0.2394,0.2681
GO:0001666,response to hypoxia,A3KLR9(Evidence code:IEA/Database source:UniProtKB:O09164|ens),ECSOD,BP,1,1 of 50,0.58,2,0.2394,0.2681
GO:0045211,postsynaptic membrane,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens),CLSTN1,CC,1,1 of 51,0.58,1.96,0.2435,0.2716
GO:0006869,lipid transport,P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0445),LDLR,BP,1,1 of 51,0.58,1.96,0.2435,0.2716
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,O62829(Evidence code:ISS/Database source:UniProtKB:P35813),PPM1A,BP,1,1 of 51,0.58,1.96,0.2435,0.2716
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,F1N780(Evidence code:IEA/Database source:UniProtKB:Q15375|ens),EPHA7,BP,1,1 of 52,0.58,1.92,0.2476,0.2758
GO:0004519,endonuclease activity,P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0255),ANG2,MF,1,1 of 53,0.58,1.89,0.2516,0.28
GO:0003676,nucleic acid binding,A1A4K5(Evidence code:IEA/Database source:InterPro:IPR001604|I)P80929(Evidence code:IEA/Database source:InterPro:IPR001427), ENPP2 ANG2,MF,2,2 of 989,1.16,0.2,0.2553,0.2837
GO:0036464,cytoplasmic ribonucleoprotein granule,F1ME65(Evidence code:IEA/Database source:UniProtKB:A0A024RBH2),CKAP4,CC,1,1 of 54,0.58,1.85,0.2556,0.2837
GO:0042277,peptide binding,A6QPT7(Evidence code:IBA/Database source:PANTHER:PTN000164249),ERAP2,MF,1,1 of 56,0.58,1.79,0.2635,0.2922
GO:0043066,negative regulation of apoptotic process,F1MG91(Evidence code:IEA/Database source:InterPro:IPR015556)P45478(Evidence code:ISS/Database source:UniProtKB:P50897), SERPINB2 PPT1,BP,2,2 of 186,1.16,1.08,0.2668,0.2955
GO:0006959,humoral immune response,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 57,0.58,1.75,0.2675,0.2959
GO:0016055,Wnt signaling pathway,O19116(Evidence code:IEA/Database source:UniProtKB-KW:KW-0879),SFRP1,BP,1,1 of 58,0.58,1.72,0.2714,0.2998
GO:0022900,electron transport chain,E1BBX5(Evidence code:IEA/Database source:GO:0009055),AOX2,BP,1,1 of 59,0.58,1.69,0.2753,0.3031
GO:0006650,glycerophospholipid metabolic process,Q2T9S4(Evidence code:ISS/Database source:UniProtKB:Q8CHP8),PGP,BP,1,1 of 59,0.58,1.69,0.2753,0.3031
GO:0008202,steroid metabolic process,P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0753),LDLR,BP,1,1 of 59,0.58,1.69,0.2753,0.3031
GO:0009887,animal organ morphogenesis,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 60,0.58,1.67,0.2791,0.3062
GO:0045202,synapse,P00514(Evidence code:IEA/Database source:UniProtKB:Q9DBC7|ens),PRKAR1A,CC,1,1 of 60,0.58,1.67,0.2791,0.3062
GO:0070372,regulation of ERK1 and ERK2 cascade,F1N780(Evidence code:IEA/Database source:UniProtKB:Q15375|ens),EPHA7,BP,1,1 of 60,0.58,1.67,0.2791,0.3062
GO:0030036,actin cytoskeleton organization,O19116(Evidence code:IDA/Database source:),SFRP1,BP,1,1 of 64,0.58,1.56,0.2944,0.3222
GO:0005539,glycosaminoglycan binding,P21793(Evidence code:IEA/Database source:UniProtKB:P28654|ens),DCN,MF,1,1 of 64,0.58,1.56,0.2944,0.3222
GO:0006935,chemotaxis,A1A4K5(Evidence code:IEA/Database source:InterPro:IPR029881),ENPP2,BP,1,1 of 66,0.58,1.52,0.302,0.3301
GO:0071407,cellular response to organic cyclic compound,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,BP,1,1 of 68,0.58,1.47,0.3094,0.3378
GO:0070085,glycosylation,Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503),CLN5,BP,1,1 of 70,0.58,1.43,0.3168,0.3455
GO:0016050,vesicle organization,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,BP,1,1 of 75,0.58,1.33,0.3348,0.3647
GO:0022407,regulation of cell-cell adhesion,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 76,0.58,1.32,0.3384,0.3682
GO:0031226,intrinsic component of plasma membrane,F1MYJ3(Evidence code:IEA/Database source:UniProtKB:P36269|ens)Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens), GGT5 TNFRSF21,CC,2,2 of 226,1.16,0.88,0.345,0.3749
GO:0004518,nuclease activity,P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0540),ANG2,MF,1,1 of 79,0.58,1.27,0.3489,0.3788
GO:0050708,regulation of protein secretion,A6QQQ9(Evidence code:ISS/Database source:UniProtKB:Q9D312),KRT20,BP,1,1 of 80,0.58,1.25,0.3524,0.3821
GO:0005179,hormone activity,G3X6G7(Evidence code:IEA/Database source:UniProtKB:Q8VE43|ens),METRNL,MF,1,1 of 82,0.58,1.22,0.3593,0.3891
GO:0031625,ubiquitin protein ligase binding,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,MF,1,1 of 83,0.58,1.2,0.3627,0.3919
GO:0016829,lyase activity,Q58DK5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0456),ALAD,MF,1,1 of 83,0.58,1.2,0.3627,0.3919
GO:0016746,"transferase activity, transferring acyl groups",Q2KIW4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0012),LCAT,MF,1,1 of 85,0.58,1.18,0.3695,0.3988
GO:0016788,"hydrolase activity, acting on ester bonds",P46446(Evidence code:IEA/Database source:InterPro:IPR007036)A6H713(Evidence code:IEA/Database source:InterPro:IPR025483), ASPA LIPA,MF,2,2 of 240,1.16,0.83,0.3718,0.4007
GO:0042742,defense response to bacterium,P17453(Evidence code:IEA/Database source:UniProtKB-KW:KW-0044),BPI,BP,1,1 of 86,0.58,1.16,0.3729,0.401
GO:0006631,fatty acid metabolic process,F1MYJ3(Evidence code:IEA/Database source:UniProtKB:P36269|ens),GGT5,BP,1,1 of 86,0.58,1.16,0.3729,0.401
GO:0051260,protein homooligomerization,Q58DK5(Evidence code:IEA/Database source:UniProtKB:P13716|ens),ALAD,BP,1,1 of 88,0.58,1.14,0.3796,0.4068
GO:0005911,cell-cell junction,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,CC,1,1 of 88,0.58,1.14,0.3796,0.4068
GO:0051246,regulation of protein metabolic process,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 576,0.58,0.17,0.3794,0.4068
GO:0050839,cell adhesion molecule binding,Q2TBL2(Evidence code:IBA/Database source:PANTHER:PTN000589024),CADM1,MF,1,1 of 89,0.58,1.12,0.3829,0.4099
GO:0045786,negative regulation of cell cycle,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,BP,1,1 of 90,0.58,1.11,0.3862,0.4129
GO:0048856,anatomical structure development,Q3SYW7(Evidence code:IBA/Database source:PANTHER:PTN001015480),SPARCL1,BP,1,1 of 617,0.58,0.16,0.388,0.4144
GO:0009617,response to bacterium,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 92,0.58,1.09,0.3927,0.4189
GO:0008152,metabolic process,Q0VD27(Evidence code:IEA/Database source:InterPro:IPR006439)Q58DK5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0021)Q29444(Evidence code:IEA/Database source:UniProtKB-KW:KW-0326)Q2T9S4(Evidence code:IEA/Database source:InterPro:IPR006349)A1A4K5(Evidence code:IEA/Database source:InterPro:IPR017849|I)E1BIY5(Evidence code:IEA/Database source:InterPro:IPR000917|I)F1N2D5(Evidence code:IEA/Database source:InterPro:IPR000917|I)P46446(Evidence code:IEA/Database source:InterPro:IPR007036)Q95M17(Evidence code:IEA/Database source:UniProtKB-KW:KW-0326)Q9MYM4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0326), ENOPH1 ALAD MANBA PGP ENPP2 SULF2 IDS ASPA CHIA GAA,BP,10,10 of 2613,5.78,0.38,0.3958,0.4217
GO:0005543,phospholipid binding,P00743(Evidence code:IEA/Database source:UniProtKB:P00742|ens),F10,MF,1,1 of 94,0.58,1.06,0.3992,0.4249
GO:0009888,tissue development,Q9MYM4(Evidence code:IEA/Database source:UniProtKB:P70699|ens),GAA,BP,1,1 of 96,0.58,1.04,0.4056,0.4312
GO:0006457,protein folding,A5PJN2(Evidence code:IEA/Database source:UniProtKB:Q8R180|ens),ERO1A ,BP,1,1 of 97,0.58,1.03,0.4088,0.4341
GO:0005813,centrosome,Q27965(Evidence code:ISS/Database source:UniProtKB:P0DMV9),HSPA1B,CC,1,1 of 99,0.58,1.01,0.4151,0.4397
GO:0031344,regulation of cell projection organization,A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens),SEMA4D,BP,1,1 of 99,0.58,1.01,0.4151,0.4397
GO:0043410,positive regulation of MAPK cascade,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 102,0.58,0.98,0.4244,0.4491
GO:0016607,nuclear speck,F1ME65(Evidence code:IEA/Database source:UniProtKB:A0A024RBH2),CKAP4,CC,1,1 of 103,0.58,0.97,0.4275,0.4518
GO:0007005,mitochondrion organization,F1MJV6(Evidence code:IEA/Database source:UniProtKB:Q6F3F9|ens),ADGRG6,BP,1,1 of 104,0.58,0.96,0.4305,0.4546
GO:0005773,vacuole,A7YWG4(Evidence code:IBA/Database source:PANTHER:PTN000140059),GGH,CC,1,1 of 109,0.58,0.92,0.4456,0.4699
GO:0008047,enzyme activator activity,E1BI28(Evidence code:IEA/Database source:InterPro:IPR028996),GM2A,MF,1,1 of 113,0.58,0.88,0.4573,0.4817
GO:0007165,signal transduction,A6QPT7(Evidence code:IBA/Database source:PANTHER:PTN000164501)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)F1ML75(Evidence code:IEA/Database source:InterPro:IPR000157)Q3SYW7(Evidence code:IEA/Database source:InterPro:IPR016359)Q08DN1(Evidence code:IEA/Database source:InterPro:IPR000488)O18739(Evidence code:IBA/Database source:PANTHER:PTN000142748), ERAP2 PTPRK IL1R1 SPARCL1 TNFRSF21 CTGF,BP,6,6 of 809,3.47,0.74,0.4584,0.4823
GO:0006520,cellular amino acid metabolic process,F1MYJ3(Evidence code:IEA/Database source:UniProtKB:P36269|ens),GGT5,BP,1,1 of 118,0.58,0.85,0.4716,0.4957
GO:0030155,regulation of cell adhesion,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 121,0.58,0.83,0.4801,0.504
GO:0051186,cofactor metabolic process,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 123,0.58,0.81,0.4856,0.5092
GO:0008283,cell proliferation,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9),ENTPD5,BP,1,1 of 124,0.58,0.81,0.4883,0.5115
GO:0030659,cytoplasmic vesicle membrane,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,CC,1,1 of 126,0.58,0.79,0.4938,0.516
GO:0051301,cell division,Q0VC68(Evidence code:IEA/Database source:UniProtKB-KW:KW-0132),SEPT5,BP,1,1 of 126,0.58,0.79,0.4938,0.516
